latin	shavian	part of speech	pronunciation	frequency
boys	𐑚𐑶𐑟			3888
relationship	𐑮𐑦𐑤𐑱𐑖𐑩𐑯𐑖𐑦𐑐			3880
michael	𐑥𐑲𐑒𐑩𐑤			3878
loves	𐑤𐑳𐑝𐑟			3876
fucking	𐑓𐑳𐑒𐑦𐑙			3843
hair	𐑣𐑺			3839
lying	𐑤𐑲𐑦𐑙			3837
choice	𐑗𐑶𐑕			3828
anywhere	𐑧𐑯𐑦𐑢𐑺			3821
secret	𐑕𐑰𐑒𐑮𐑩𐑑			3810
future	𐑓𐑿𐑗𐑼			3798
weird	𐑢𐑽𐑛			3797
luck	𐑤𐑳𐑒			3792
she'll	𐑖𐑰'𐑤			3780
max	𐑥𐑨𐑒𐑕			3773
turned	𐑑𐑻𐑯𐑛			3770
known	𐑯𐑴𐑯			3757
touch	𐑑𐑳𐑗			3755
kiss	𐑒𐑦𐑕			3750
crane	𐑒𐑮𐑱𐑯			3744
obviously	𐑪𐑚𐑝𐑾𐑕𐑤𐑦			3741
questions	𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑟			3741
wonder	𐑢𐑳𐑯𐑛𐑼			3735
pain	𐑐𐑱𐑯			3720
calling	𐑒𐑷𐑤𐑦𐑙			3714
somewhere	𐑕𐑳𐑥𐑢𐑺			3707
throw	𐑔𐑮𐑴			3697
straight	𐑕𐑑𐑮𐑱𐑑			3695
grace	𐑜𐑮𐑱𐑕			3693
cold	𐑒𐑴𐑤𐑛			3690
white	𐑢𐑲𐑑			3665
fast	𐑓𐑨𐑕𐑑			3661
natalie	𐑯𐑨𐑑𐑩𐑤𐑦			3660
words	𐑢𐑻𐑛𐑟			3647
food	𐑓𐑵𐑛			3632
none	𐑯𐑳𐑯			3615
drive	𐑛𐑮𐑲𐑝			3607
feelings	𐑓𐑰𐑤𐑦𐑙𐑟			3603
they'll	𐑞𐑱'𐑤			3593
worked	𐑢𐑻𐑒𐑑			3577
marry	𐑥𐑨𐑮𐑦			3564
light	𐑤𐑲𐑑			3554
test	𐑑𐑧𐑕𐑑			3547
drop	𐑛𐑮𐑪𐑐			3546
cannot	𐑒𐑨𐑯𐑪𐑑			3537
frank	𐑓𐑮𐑨𐑙𐑒			3525
sent	𐑕𐑧𐑯𐑑			3524
city	𐑕𐑦𐑑𐑦			3515
dream	𐑛𐑮𐑰𐑥			3471
protect	𐑐𐑮𐑩𐑑𐑧𐑒𐑑			3465
twenty	𐑑𐑢𐑧𐑯𐑑𐑦			3463
class	𐑒𐑤𐑨𐑕			3458
lucy	𐑤𐑵𐑕𐑦			3450
its	𐑦𐑑𐑕			3439
surprise	𐑕𐑼𐑐𐑮𐑲𐑟			3439
sweetheart	𐑕𐑢𐑰𐑑𐑣𐑸𐑑			3434
forever	𐑓𐑼𐑧𐑝𐑼			3432
looked	𐑤𐑫𐑒𐑑			3431
poor	𐑐𐑫𐑼			3431
mad	𐑥𐑨𐑛			3407
except	𐑦𐑒𐑕𐑧𐑐𐑑			3406
gun	𐑜𐑳𐑯			3396
dance	𐑛𐑨𐑯𐑕			3394
takes	𐑑𐑱𐑒𐑕			3386
appreciate	𐑩𐑐𐑮𐑰𐑖𐑦𐑱𐑑			3379
especially	𐑦𐑕𐑐𐑧𐑖𐑩𐑤𐑦			3376
situation	𐑕𐑦𐑗𐑵𐑱𐑖𐑩𐑯			3359
besides	𐑚𐑦𐑕𐑲𐑛𐑟			3355
weeks	𐑢𐑰𐑒𐑕			3350
pull	𐑐𐑫𐑤			3340
himself	𐑣𐑦𐑥𐑕𐑧𐑤𐑓			3331
hasn't	𐑣𐑨𐑟𐑩𐑯𐑑			3318
act	𐑨𐑒𐑑			3307
worth	𐑢𐑻𐑔			3303
amazing	𐑩𐑥𐑱𐑟𐑦𐑙			3294
given	𐑜𐑦𐑝𐑩𐑯			3283
top	𐑑𐑪𐑐			3283
expect	𐑦𐑒𐑕𐑐𐑧𐑒𐑑			3277
ben	𐑚𐑧𐑯			3262
rather	𐑮𐑨𐑞𐑼			3241
involved	𐑦𐑯𐑝𐑪𐑤𐑝𐑛			3240
julian	𐑡𐑵𐑤𐑾𐑯			3240
piece	𐑐𐑰𐑕			3239
swear	𐑕𐑢𐑺			3239
busy	𐑚𐑦𐑟𐑦			3229
law	𐑤𐑷			3225
decided	𐑛𐑦𐑕𐑲𐑛𐑩𐑛			3224
black	𐑚𐑤𐑨𐑒			3217
joey	𐑡𐑴𐑦			3216
happening	𐑣𐑨𐑐𐑩𐑯𐑦𐑙			3210
movie	𐑥𐑵𐑝𐑦			3209
we'd	𐑢𐑰'𐑛			3205
catch	𐑒𐑨𐑗			3194
country	𐑒𐑳𐑯𐑑𐑮𐑦			3187
less	𐑤𐑧𐑕			3173
perhaps	𐑐𐑼𐑣𐑨𐑐𐑕			3165
step	𐑕𐑑𐑧𐑐			3161
fall	𐑓𐑷𐑤			3157
kept	𐑒𐑧𐑐𐑑			3152
watching	𐑢𐑪𐑗𐑦𐑙			3152
darling	𐑛𐑸𐑤𐑦𐑙			3146
dog	𐑛𐑪𐑜			3141
Ms	𐑥𐑟			3131
air	𐑺			3126
win	𐑢𐑦𐑯			3126
honor	𐑪𐑯𐑼			3106
personal	𐑐𐑻𐑕𐑩𐑯𐑩𐑤			3103
moving	𐑥𐑵𐑝𐑦𐑙			3102
admit	𐑩𐑛𐑥𐑦𐑑			3091
till	𐑑𐑦𐑤			3091
problems	𐑐𐑮𐑪𐑚𐑤𐑩𐑥𐑟			3090
murder	𐑥𐑻𐑛𐑼			3089
strong	𐑕𐑑𐑮𐑪𐑙			3088
he'd	𐑣𐑰'𐑛			3087
evil	𐑰𐑝𐑩𐑤			3078
definitely	𐑛𐑧𐑓𐑦𐑯𐑦𐑑𐑤𐑦			3068
feels	𐑓𐑰𐑤𐑟			3067
eye	𐑲			3063
honest	𐑪𐑯𐑩𐑕𐑑			3063
information	𐑦𐑯𐑓𐑼𐑥𐑱𐑖𐑩𐑯			3063
broke	𐑚𐑮𐑴𐑒			3044
longer	𐑤𐑪𐑙𐑜𐑼			3043
missed	𐑥𐑦𐑕𐑑			3043
dollars	𐑛𐑪𐑤𐑼𐑟			3042
tired	𐑑𐑲𐑼𐑛			3029
jason	𐑡𐑱𐑕𐑩𐑯			3026
george	𐑡𐑹𐑡			3013
human	𐑣𐑿𐑥𐑩𐑯			2986
starting	𐑕𐑑𐑸𐑑𐑦𐑙			2984
ross	𐑮𐑪𐑕			2981
entire	𐑦𐑯𐑑𐑲𐑼			2976
red	𐑮𐑧𐑛			2976
trip	𐑑𐑮𐑦𐑐			2975
club	𐑒𐑤𐑳𐑚			2963
suppose	𐑕𐑩𐑐𐑴𐑟			2952
calm	𐑒𐑭𐑥			2948
imagine	𐑦𐑥𐑨𐑡𐑦𐑯			2946
fair	𐑓𐑺			2941
caught	𐑒𐑷𐑑			2933
blame	𐑚𐑤𐑱𐑥			2923
apartment	𐑩𐑐𐑸𐑑𐑥𐑩𐑯𐑑			2920
favor	𐑓𐑱𐑝𐑼			2920
sitting	𐑕𐑦𐑑𐑦𐑙			2920
street	𐑕𐑑𐑮𐑰𐑑			2920
court	𐑒𐑹𐑑			2919
clean	𐑒𐑤𐑰𐑯			2914
terrible	𐑑𐑧𐑮𐑦𐑚𐑩𐑤			2914
tony	𐑑𐑴𐑯𐑦			2913
learn	𐑤𐑻𐑯			2912
alison	𐑨𐑤𐑦𐑕𐑩𐑯			2910
rick	𐑮𐑦𐑒			2909
works	𐑢𐑻𐑒𐑕			2903
rose	𐑮𐑴𐑟			2890
relax	𐑮𐑦𐑤𐑨𐑒𐑕			2877
million	𐑥𐑦𐑤𐑾𐑯			2873
york	𐑘𐑹𐑒			2873
charity	𐑗𐑨𐑮𐑦𐑑𐑦			2865
accident	𐑨𐑒𐑕𐑦𐑛𐑩𐑯𐑑			2860
wake	𐑢𐑱𐑒			2857
prove	𐑐𐑮𐑵𐑝			2852
danny	𐑛𐑨𐑯𐑦			2848
smart	𐑕𐑥𐑸𐑑			2847
message	𐑥𐑧𐑕𐑦𐑡			2846
forgot	𐑓𐑼𐑜𐑪𐑑			2845
missing	𐑥𐑦𐑕𐑦𐑙			2845
small	𐑕𐑥𐑷𐑤			2843
interested	𐑦𐑯𐑑𐑼𐑩𐑕𐑑𐑩𐑛			2838
table	𐑑𐑱𐑚𐑩𐑤			2835
become	𐑚𐑦𐑒𐑳𐑥			2816
mouth	𐑥𐑬𐑞	VB		2807
pregnant	𐑐𐑮𐑧𐑜𐑯𐑩𐑯𐑑			2805
middle	𐑥𐑦𐑛𐑩𐑤			2802
billy	𐑚𐑦𐑤𐑦			2797
ring	𐑮𐑦𐑙			2786
careful	𐑒𐑺𐑓𐑩𐑤			2785
shall	𐑖𐑨𐑤			2779
dude	𐑛𐑵𐑛			2775
team	𐑑𐑰𐑥			2773
ride	𐑮𐑲𐑛			2768
figured	𐑓𐑦𐑜𐑘𐑼𐑛			2766
shoot	𐑖𐑵𐑑			2759
stick	𐑕𐑑𐑦𐑒			2753
follow	𐑓𐑪𐑤𐑴			2752
ray	𐑮𐑱			2752
bo	𐑚𐑴			2751
angry	𐑨𐑙𐑜𐑮𐑦			2747
instead	𐑦𐑯𐑕𐑑𐑧𐑛			2744
buddy	𐑚𐑳𐑛𐑦			2743
write	𐑮𐑲𐑑			2741
early	𐑻𐑤𐑦			2719
stopped	𐑕𐑑𐑪𐑐𐑑			2719
angel	𐑱𐑯𐑡𐑩𐑤			2701
nick	𐑯𐑦𐑒			2699
ran	𐑮𐑨𐑯			2692
forgive	𐑓𐑼𐑜𐑦𐑝			2690
standing	𐑕𐑑𐑨𐑯𐑛𐑦𐑙			2690
war	𐑢𐑹			2690
jail	𐑡𐑱𐑤			2684
wearing	𐑢𐑺𐑦𐑙			2678
ladies	𐑤𐑱𐑛𐑦𐑟			2670
kinda	𐑒𐑲𐑯𐑛𐑩			2662
lunch	𐑤𐑳𐑯𐑗			2660
eight	𐑱𐑑			2655
gotten	𐑜𐑪𐑑𐑩𐑯			2640
hoping	𐑣𐑴𐑐𐑦𐑙			2639
phoebe	𐑓𐑰𐑚𐑦			2638
ridge	𐑮𐑦𐑡			2633
thousand	𐑔𐑬𐑟𐑩𐑯𐑛			2633
music	𐑥𐑿𐑟𐑦𐑒			2631
luke	𐑤𐑵𐑒			2614
paper	𐑐𐑱𐑐𐑼			2607
tough	𐑑𐑳𐑓			2606
tape	𐑑𐑱𐑐			2605
emily	𐑧𐑥𐑦𐑤𐑦			2595
state	𐑕𐑑𐑱𐑑			2592
boyfriend	𐑚𐑶𐑓𐑮𐑧𐑯𐑛			2589
college	𐑒𐑪𐑤𐑦𐑡			2589
count	𐑒𐑬𐑯𐑑			2589
proud	𐑐𐑮𐑬𐑛			2586
agree	𐑩𐑜𐑮𐑰			2584
birthday	𐑚𐑻𐑔𐑛𐑱			2580
bill	𐑚𐑦𐑤			2572
seven	𐑕𐑧𐑝𐑩𐑯			2569
they've	𐑞𐑱'𐑝			2566
timmy	𐑑𐑦𐑥𐑦			2565
history	𐑣𐑦𐑕𐑑𐑼𐑦			2564
offer	𐑪𐑓𐑼			2563
share	𐑖𐑺			2563
hurry	𐑣𐑳𐑮𐑦			2559
feet	𐑓𐑰𐑑			2555
simple	𐑕𐑦𐑥𐑐𐑩𐑤			2549
wondering	𐑢𐑳𐑯𐑛𐑼𐑦𐑙			2549
decision	𐑛𐑦𐑕𐑦𐑠𐑩𐑯			2548
building	𐑚𐑦𐑤𐑛𐑦𐑙			2546
ones	𐑢𐑳𐑯𐑟			2539
finish	𐑓𐑦𐑯𐑦𐑖			2535
herself	𐑣𐑻𐑕𐑧𐑤𐑓			2530
voice	𐑝𐑶𐑕			2530
chris	𐑒𐑮𐑦𐑕			2529
list	𐑤𐑦𐑕𐑑			2518
kay	𐑒𐑱			2517
deserve	𐑛𐑦𐑟𐑻𐑝			2516
mess	𐑥𐑧𐑕			2516
evidence	𐑧𐑝𐑦𐑛𐑩𐑯𐑕			2514
cute	𐑒𐑿𐑑			2504
jerry	𐑡𐑧𐑮𐑦			2503
dress	𐑛𐑮𐑧𐑕			2501
richard	𐑮𐑦𐑗𐑼𐑛			2499
interesting	𐑦𐑯𐑑𐑼𐑩𐑕𐑑𐑦𐑙			2497
jesus	𐑡𐑰𐑟𐑩𐑕			2487
james	𐑡𐑱𐑥𐑟			2478
enjoy	𐑦𐑯𐑡𐑶			2463
hotel	𐑣𐑴𐑑𐑧𐑤			2463
quiet	𐑒𐑢𐑲𐑩𐑑			2454
concerned	𐑒𐑩𐑯𐑕𐑻𐑯𐑛			2452
road	𐑮𐑴𐑛			2448
eve	𐑰𐑝			2445
staying	𐑕𐑑𐑱𐑦𐑙			2443
beat	𐑚𐑰𐑑			2440
short	𐑖𐑹𐑑			2440
sweetie	𐑕𐑢𐑰𐑑𐑦			2439
clothes	𐑒𐑤𐑴𐑞𐑟			2434
mention	𐑥𐑧𐑯𐑖𐑩𐑯			2434
finished	𐑓𐑦𐑯𐑦𐑖𐑑			2423
fell	𐑓𐑧𐑤			2419
neither	𐑯𐑲𐑞𐑼			2417
fix	𐑓𐑦𐑒𐑕			2414
victor	𐑝𐑦𐑒𐑑𐑼			2412
respect	𐑮𐑦𐑕𐑐𐑧𐑒𐑑			2410
spent	𐑕𐑐𐑧𐑯𐑑			2406
prison	𐑐𐑮𐑦𐑟𐑩𐑯			2401
attention	𐑩𐑑𐑧𐑯𐑖𐑩𐑯			2397
holding	𐑣𐑴𐑤𐑛𐑦𐑙			2394
calls	𐑒𐑷𐑤𐑟			2389
near	𐑯𐑽			2386
surprised	𐑕𐑼𐑐𐑮𐑲𐑟𐑛			2381
bar	𐑚𐑸			2376
beth	𐑚𐑧𐑔			2375
pass	𐑐𐑨𐑕			2374
gift	𐑜𐑦𐑓𐑑			2371
keeping	𐑒𐑰𐑐𐑦𐑙			2371
hadn't	𐑣𐑨𐑛𐑩𐑯𐑑			2369
putting	𐑐𐑫𐑑𐑦𐑙			2366
dark	𐑛𐑸𐑒			2361
self	𐑕𐑧𐑤𐑓			2358
owe	𐑴			2354
ice	𐑲𐑕			2345
nora	𐑯𐑹𐑩			2345
using	𐑿𐑟𐑦𐑙			2345
helping	𐑣𐑧𐑤𐑐𐑦𐑙			2342
bitch	𐑚𐑦𐑗			2341
aunt	𐑭𐑯𐑑			2339
normal	𐑯𐑹𐑥𐑩𐑤			2339
lawyer	𐑤𐑷𐑘𐑼			2338
apart	𐑩𐑐𐑸𐑑			2336
certain	𐑕𐑻𐑑𐑩𐑯			2333
plans	𐑐𐑤𐑨𐑯𐑟			2327
floor	𐑓𐑤𐑹			2325
girlfriend	𐑜𐑻𐑤𐑓𐑮𐑧𐑯𐑛			2325
whether	𐑢𐑧𐑞𐑼			2316
present	𐑐𐑮𐑦𐑟𐑧𐑯𐑑	VB		2313
earth	𐑻𐑔			2312
private	𐑐𐑮𐑲𐑝𐑩𐑑			2311
jessica	𐑡𐑧𐑕𐑦𐑒𐑩			2310
box	𐑚𐑪𐑒𐑕			2304
dawson	𐑛𐑷𐑕𐑩𐑯			2303
cover	𐑒𐑳𐑝𐑼			2298
judge	𐑡𐑳𐑡			2294
upstairs	𐑳𐑐𐑕𐑑𐑺𐑟			2293
possibly	𐑐𐑪𐑕𐑩𐑚𐑤𐑦			2280
acting	𐑨𐑒𐑑𐑦𐑙			2276
station	𐑕𐑑𐑱𐑖𐑩𐑯			2276
worst	𐑢𐑻𐑕𐑑			2276
accept	𐑩𐑒𐑕𐑧𐑐𐑑			2271
blow	𐑚𐑤𐑴			2268
conversation	𐑒𐑪𐑯𐑝𐑼𐑕𐑱𐑖𐑩𐑯			2266
ivy	𐑲𐑝𐑦			2266
saved	𐑕𐑱𐑝𐑛			2266
strange	𐑕𐑑𐑮𐑱𐑯𐑡			2266
plane	𐑐𐑤𐑱𐑯			2259
mama	𐑥𐑭𐑥𐑭			2257
yesterday	𐑘𐑧𐑕𐑑𐑼𐑛𐑱			2254
lately	𐑤𐑱𐑑𐑤𐑦			2249
quick	𐑒𐑢𐑦𐑒			2249
stuck	𐑕𐑑𐑳𐑒			2240
lovely	𐑤𐑳𐑝𐑤𐑦			2239
security	𐑕𐑦𐑒𐑘𐑫𐑼𐑦𐑑𐑦			2237
report	𐑮𐑦𐑐𐑹𐑑			2236
barbara	𐑚𐑸𐑚𐑮𐑩			2235
difference	𐑛𐑦𐑓𐑼𐑩𐑯𐑕			2227
rid	𐑮𐑦𐑛			2226
tv	𐑑𐑰𐑝𐑰			2225
adam	𐑨𐑛𐑩𐑥			2219
store	𐑕𐑑𐑹			2217
bag	𐑚𐑨𐑜			2209
she'd	𐑖𐑰'𐑛			2209
mike	𐑥𐑲𐑒			2205
bought	𐑚𐑷𐑑			2201
ball	𐑚𐑷𐑤			2200
single	𐑕𐑦𐑙𐑜𐑩𐑤			2195
kevin	𐑒𐑧𐑝𐑦𐑯			2192
doubt	𐑛𐑬𐑑			2191
listening	𐑤𐑦𐑕𐑩𐑯𐑦𐑙			2186
major	𐑥𐑱𐑡𐑼			2181
blue	𐑚𐑤𐑵			2180
cops	𐑒𐑪𐑐𐑕			2180
walking	𐑢𐑷𐑒𐑦𐑙			2180
deep	𐑛𐑰𐑐			2167
dangerous	𐑛𐑱𐑯𐑡𐑼𐑩𐑕			2162
park	𐑐𐑸𐑒			2160
chloe	𐑒𐑤𐑴𐑦			2154
sleeping	𐑕𐑤𐑰𐑐𐑦𐑙			2154
record	𐑮𐑦𐑒𐑹𐑛	VB		2140
erica	𐑧𐑮𐑦𐑒𐑩			2139
lord	𐑤𐑹𐑛			2139
moved	𐑥𐑵𐑝𐑛			2127
join	𐑡𐑶𐑯			2126
key	𐑒𐑰			2125
captain	𐑒𐑨𐑐𐑑𐑦𐑯			2117
card	𐑒𐑸𐑛			2113
crime	𐑒𐑮𐑲𐑥			2110
gentlemen	𐑡𐑧𐑯𐑑𐑩𐑤𐑥𐑧𐑯			2096
willing	𐑢𐑦𐑤𐑦𐑙			2089
window	𐑢𐑦𐑯𐑛𐑴			2084
return	𐑮𐑦𐑑𐑻𐑯			2081
walked	𐑢𐑷𐑒𐑑			2075
brenda	𐑚𐑮𐑧𐑯𐑛𐑩			2072
guilty	𐑜𐑦𐑤𐑑𐑦			2072
likes	𐑤𐑲𐑒𐑕			2070
fighting	𐑓𐑲𐑑𐑦𐑙			2066
difficult	𐑛𐑦𐑓𐑦𐑒𐑳𐑤𐑑			2065
soul	𐑕𐑴𐑤			2063
joke	𐑡𐑴𐑒			2062
service	𐑕𐑻𐑝𐑦𐑕			2056
magic	𐑥𐑨𐑡𐑦𐑒			2053
favorite	𐑓𐑱𐑝𐑼𐑦𐑑			2052
uncle	𐑳𐑙𐑒𐑩𐑤			2050
promised	𐑐𐑮𐑪𐑥𐑦𐑕𐑑			2047
public	𐑐𐑳𐑚𐑤𐑦𐑒			2045
bother	𐑚𐑪𐑞𐑼			2042
island	𐑲𐑤𐑩𐑯𐑛			2041
jim	𐑡𐑦𐑥			2039
cell	𐑕𐑧𐑤			2036
seriously	𐑕𐑽𐑾𐑕𐑤𐑦			2036
lead	𐑤𐑰𐑛	VB		2033
knowing	𐑯𐑴𐑦𐑙			2032
broken	𐑚𐑮𐑴𐑒𐑩𐑯			2026
advice	𐑩𐑛𐑝𐑲𐑕			2024
somehow	𐑕𐑳𐑥𐑣𐑬			2023
blair	𐑚𐑤𐑺			2017
paid	𐑐𐑱𐑛			2017
losing	𐑤𐑵𐑟𐑦𐑙			2013
helped	𐑣𐑧𐑤𐑐𐑑			2010
push	𐑐𐑫𐑖			2010
killing	𐑒𐑦𐑤𐑦𐑙			2006
earlier	𐑻𐑤𐑽			2005
usually	𐑿𐑠𐑵𐑩𐑤𐑦			2005
boss	𐑚𐑪𐑕			2003
beginning	𐑚𐑦𐑜𐑦𐑯𐑦𐑙			2001
laura	𐑤𐑹𐑩			2001
liked	𐑤𐑲𐑒𐑑			1995
innocent	𐑦𐑯𐑩𐑕𐑩𐑯𐑑			1989
elizabeth	𐑦𐑤𐑦𐑟𐑩𐑚𐑩𐑔			1988
rules	𐑮𐑵𐑤𐑟			1988
summer	𐑕𐑳𐑥𐑼			1984
ex	𐑧𐑒𐑕			1979
cop	𐑒𐑪𐑐			1976
thirty	𐑔𐑻𐑑𐑦			1956
letting	𐑤𐑧𐑑𐑦𐑙			1954
risk	𐑮𐑦𐑕𐑒			1954
phillip	𐑓𐑦𐑤𐑦𐑐			1950
officer	𐑪𐑓𐑦𐑕𐑼			1945
speaking	𐑕𐑐𐑰𐑒𐑦𐑙			1945
ridiculous	𐑮𐑦𐑛𐑦𐑒𐑿𐑤𐑩𐑕			1943
support	𐑕𐑩𐑐𐑹𐑑			1942
afternoon	𐑨𐑓𐑑𐑼𐑯𐑵𐑯			1941
eric	𐑧𐑮𐑦𐑒			1940
born	𐑚𐑹𐑯			1936
dreams	𐑛𐑮𐑰𐑥𐑟			1935
apologize	𐑩𐑐𐑪𐑤𐑩𐑡𐑲𐑟			1932
nervous	𐑯𐑻𐑝𐑩𐑕			1930
seat	𐑕𐑰𐑑			1930
across	𐑩𐑒𐑮𐑪𐑕			1928
song	𐑕𐑪𐑙			1925
charge	𐑗𐑸𐑡			1923
olivia	𐑩𐑤𐑦𐑝𐑾			1923
patient	𐑐𐑱𐑖𐑩𐑯𐑑			1919
boat	𐑚𐑴𐑑			1915
brain	𐑚𐑮𐑱𐑯			1911
detective	𐑛𐑦𐑑𐑧𐑒𐑑𐑦𐑝			1910
hide	𐑣𐑲𐑛			1910
general	𐑡𐑧𐑯𐑼𐑩𐑤			1907
nine	𐑯𐑲𐑯			1906
planning	𐑐𐑤𐑨𐑯𐑦𐑙			1906
tom	𐑑𐑪𐑥			1906
huge	𐑣𐑿𐑡			1904
breakfast	𐑚𐑮𐑧𐑒𐑓𐑩𐑕𐑑			1901
horrible	𐑣𐑪𐑮𐑦𐑚𐑩𐑤			1900
age	𐑱𐑡			1899
awful	𐑷𐑓𐑩𐑤			1893
driving	𐑛𐑮𐑲𐑝𐑦𐑙			1889
pleasure	𐑐𐑤𐑧𐑠𐑼			1889
hanging	𐑣𐑨𐑙𐑦𐑙			1888
picked	𐑐𐑦𐑒𐑑			1887
apparently	𐑩𐑐𐑨𐑮𐑩𐑯𐑑𐑤𐑦			1885
quit	𐑒𐑢𐑦𐑑			1885
sell	𐑕𐑧𐑤			1885
system	𐑕𐑦𐑕𐑑𐑩𐑥			1885
dying	𐑛𐑲𐑦𐑙			1883
notice	𐑯𐑴𐑑𐑦𐑕			1872
congratulations	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑩𐑯𐑟			1868
josh	𐑡𐑪𐑖			1868
chief	𐑗𐑰𐑓			1867
faith	𐑓𐑱𐑔			1865
gay	𐑜𐑱			1859
simon	𐑕𐑲𐑥𐑩𐑯			1859
ho	𐑣𐑴			1857
month	𐑥𐑳𐑯𐑔			1856
visit	𐑝𐑦𐑟𐑦𐑑			1855
hal	𐑣𐑨𐑤			1852
edmund	𐑧𐑛𐑥𐑩𐑯𐑛			1844
letter	𐑤𐑧𐑑𐑼			1839
decide	𐑛𐑦𐑕𐑲𐑛			1837
american	𐑩𐑥𐑧𐑮𐑦𐑒𐑩𐑯			1835
double	𐑛𐑳𐑚𐑩𐑤			1834
troy	𐑑𐑮𐑶			1833
press	𐑐𐑮𐑧𐑕			1832
sad	𐑕𐑨𐑛			1832
forward	𐑓𐑹𐑢𐑼𐑛			1827
fool	𐑓𐑵𐑤			1825
showed	𐑖𐑴𐑛			1823
smell	𐑕𐑥𐑧𐑤			1822
seemed	𐑕𐑰𐑥𐑛			1816
mary	𐑥𐑺𐑦			1815
spell	𐑕𐑐𐑧𐑤			1813
memory	𐑥𐑧𐑥𐑼𐑦			1811
mark	𐑥𐑸𐑒			1809
alan	𐑨𐑤𐑩𐑯			1805
paris	𐑐𐑨𐑮𐑦𐑕			1804
pictures	𐑐𐑦𐑒𐑗𐑼𐑟			1804
joe	𐑡𐑴			1794
slow	𐑕𐑤𐑴			1794
tim	𐑑𐑦𐑥			1788
board	𐑚𐑹𐑛			1786
hungry	𐑣𐑳𐑙𐑜𐑮𐑦			1786
hearing	𐑣𐑽𐑦𐑙			1784
position	𐑐𐑩𐑟𐑦𐑖𐑩𐑯			1784
kitchen	𐑒𐑦𐑗𐑦𐑯			1778
ma'am	𐑥𐑨𐑥			1777
bob	𐑚𐑪𐑚			1776
force	𐑓𐑹𐑕			1775
fly	𐑓𐑤𐑲			1774
during	𐑛𐑻𐑦𐑙			1773
experience	𐑦𐑒𐑕𐑐𐑽𐑾𐑯𐑕			1767
realized	𐑮𐑾𐑤𐑲𐑟𐑛			1767
space	𐑕𐑐𐑱𐑕			1767
kick	𐑒𐑦𐑒			1761
others	𐑳𐑞𐑼𐑟			1758
grab	𐑜𐑮𐑨𐑚			1757
sharon	𐑖𐑨𐑮𐑩𐑯			1750
discuss	𐑛𐑦𐑕𐑒𐑳𐑕			1749
third	𐑔𐑻𐑛			1747
cat	𐑒𐑨𐑑			1742
fifty	𐑓𐑦𐑓𐑑𐑦			1737
responsible	𐑮𐑦𐑕𐑐𐑪𐑯𐑕𐑩𐑚𐑩𐑤			1735
jennifer	𐑡𐑧𐑯𐑦𐑓𐑼			1732
miles	𐑥𐑲𐑤𐑟			1731
philip	𐑓𐑦𐑤𐑦𐑐			1731
fat	𐑓𐑨𐑑			1730
idiot	𐑦𐑛𐑾𐑑			1729
rock	𐑮𐑪𐑒			1728
yep	𐑘𐑧𐑐			1728
rich	𐑮𐑦𐑗			1725
suddenly	𐑕𐑳𐑛𐑩𐑯𐑤𐑦			1723
agent	𐑱𐑡𐑩𐑯𐑑			1721
bunch	𐑚𐑳𐑯𐑗			1720
bucks	𐑚𐑳𐑒𐑕			1717
destroy	𐑛𐑦𐑕𐑑𐑮𐑶			1717
track	𐑑𐑮𐑨𐑒			1714
shoes	𐑖𐑵𐑟			1713
scene	𐑕𐑰𐑯			1712
peace	𐑐𐑰𐑕			1711
arms	𐑸𐑥𐑟			1707
demon	𐑛𐑰𐑥𐑩𐑯			1703
bridget	𐑚𐑮𐑦𐑡𐑩𐑑			1697
brad	𐑚𐑮𐑨𐑛			1694
low	𐑤𐑴			1690
consider	𐑒𐑩𐑯𐑕𐑦𐑛𐑼			1689
papers	𐑐𐑱𐑐𐑼𐑟			1688
incredible	𐑦𐑯𐑒𐑮𐑧𐑛𐑩𐑚𐑩𐑤			1687
medical	𐑥𐑧𐑛𐑦𐑒𐑩𐑤			1687
witch	𐑢𐑦𐑗			1684
attorney	𐑩𐑑𐑻𐑯𐑦			1682
drunk	𐑛𐑮𐑳𐑙𐑒			1682
charlie	𐑗𐑸𐑤𐑦			1681
tells	𐑑𐑧𐑤𐑟			1675
knock	𐑯𐑪𐑒			1674
karen	𐑒𐑨𐑮𐑩𐑯			1673
ways	𐑢𐑱𐑟			1672
belle	𐑚𐑧𐑤			1671
eh	𐑱			1671
cash	𐑒𐑨𐑖			1670
department	𐑛𐑦𐑐𐑸𐑑𐑥𐑩𐑯𐑑			1660
gives	𐑜𐑦𐑝𐑟			1660
nose	𐑯𐑴𐑟			1658
turns	𐑑𐑻𐑯𐑟			1653
beer	𐑚𐑽			1651
keeps	𐑒𐑰𐑐𐑕			1651
jealous	𐑡𐑧𐑤𐑩𐑕			1643
drug	𐑛𐑮𐑳𐑜			1639
molly	𐑥𐑪𐑤𐑦			1638
sooner	𐑕𐑵𐑯𐑼			1637
cares	𐑒𐑺𐑟			1635
extra	𐑧𐑒𐑕𐑑𐑮𐑩			1634
plenty	𐑐𐑤𐑧𐑯𐑑𐑦			1634
tea	𐑑𐑰			1628
